359711,2013-01-10,49,852938,1.0,
360753,2013-01-10,50,852938,1.0,
361787,2013-01-10,51,852938,4.0,
364363,2013-01-11,2,852938,1.0,
365503,2013-01-11,3,852938,3.0,
366570,2013-01-11,4,852938,1.0,
368647,2013-01-11,6,852938,1.0,
370763,2013-01-11,8,852938,4.0,
373209,2013-01-11,11,852938,2.0,
374540,2013-01-11,13,852938,1.0,
375173,2013-01-11,14,852938,3.0,
375819,2013-01-11,15,852938,3.0,
376478,2013-01-11,16,852938,1.0,
377154,2013-01-11,17,852938,3.0,
378531,2013-01-11,19,852938,1.0,
385847,2013-01-11,33,852938,2.0,
386614,2013-01-11,34,852938,5.0,
389005,2013-01-11,38,852938,3.0,
389904,2013-01-11,39,852938,2.0,
392029,2013-01-11,43,852938,4.0,
393079,2013-01-11,44,852938,7.0,
394294,2013-01-11,45,852938,20.0,
395453,2013-01-11,46,852938,6.0,
396656,2013-01-11,47,852938,6.0,
397797,2013-01-11,48,852938,5.0,
398871,2013-01-11,49,852938,3.0,
399972,2013-01-11,50,852938,1.0,
401034,2013-01-11,51,852938,3.0,
401745,2013-01-11,54,852938,1.0,
402599,2013-01-12,1,852938,1.0,
403676,2013-01-12,2,852938,3.0,
404860,2013-01-12,3,852938,4.0,
408105,2013-01-12,6,852938,2.0,
409149,2013-01-12,7,852938,3.0,
410274,2013-01-12,8,852938,1.0,
413004,2013-01-12,11,852938,10.0,
413786,2013-01-12,12,852938,1.0,
415185,2013-01-12,14,852938,1.0,
417361,2013-01-12,17,852938,5.0,
418881,2013-01-12,19,852938,1.0,
420748,2013-01-12,24,852938,2.0,
424281,2013-01-12,28,852938,1.0,
426968,2013-01-12,33,852938,1.0,
427758,2013-01-12,34,852938,3.0,
429376,2013-01-12,37,852938,1.0,
430440,2013-01-12,38,852938,5.0,
431420,2013-01-12,39,852938,7.0,
434814,2013-01-12,44,852938,9.0,
436066,2013-01-12,45,852938,25.0,
437270,2013-01-12,46,852938,20.0,
438516,2013-01-12,47,852938,10.0,
439726,2013-01-12,48,852938,11.0,
440879,2013-01-12,49,852938,3.0,
442038,2013-01-12,50,852938,1.0,
443143,2013-01-12,51,852938,1.0,
445599,2013-01-13,2,852938,4.0,
446769,2013-01-13,3,852938,9.0,
447887,2013-01-13,4,852938,2.0,
450086,2013-01-13,6,852938,6.0,
452281,2013-01-13,8,852938,2.0,
454120,2013-01-13,10,852938,3.0,
455749,2013-01-13,12,852938,1.0,
456405,2013-01-13,13,852938,2.0,
457746,2013-01-13,15,852938,2.0,
458499,2013-01-13,16,852938,2.0,
459257,2013-01-13,17,852938,7.0,
460139,2013-01-13,18,852938,9.0,
460869,2013-01-13,19,852938,1.0,
462734,2013-01-13,24,852938,3.0,
469088,2013-01-13,33,852938,4.0,
469873,2013-01-13,34,852938,1.0,
470472,2013-01-13,35,852938,2.0,
471358,2013-01-13,37,852938,1.0,
472403,2013-01-13,38,852938,3.0,
475043,2013-01-13,41,852938,1.0,
476869,2013-01-13,44,852938,11.0,
478107,2013-01-13,45,852938,35.0,
479329,2013-01-13,46,852938,35.0,
480555,2013-01-13,47,852938,17.0,
481770,2013-01-13,48,852938,15.0,
482970,2013-01-13,49,852938,8.0,
485232,2013-01-13,51,852938,5.0,
486035,2013-01-13,54,852938,1.0,
486924,2013-01-14,1,852938,3.0,
487934,2013-01-14,2,852938,1.0,
489038,2013-01-14,3,852938,4.0,
490077,2013-01-14,4,852938,2.0,
492097,2013-01-14,6,852938,6.0,
493125,2013-01-14,7,852938,2.0,
494214,2013-01-14,8,852938,2.0,
495236,2013-01-14,9,852938,1.0,
495931,2013-01-14,10,852938,1.0,
496716,2013-01-14,11,852938,2.0,
498734,2013-01-14,14,852938,4.0,
499411,2013-01-14,15,852938,8.0,
500787,2013-01-14,17,852938,6.0,
501542,2013-01-14,18,852938,1.0,
503006,2013-01-14,23,852938,1.0,
503988,2013-01-14,24,852938,1.0,
511055,2013-01-14,35,852938,2.0,
515245,2013-01-14,41,852938,3.0,
516937,2013-01-14,44,852938,12.0,
518115,2013-01-14,45,852938,17.0,
519252,2013-01-14,46,852938,27.0,
520416,2013-01-14,47,852938,1.0,
521531,2013-01-14,48,852938,7.0,
522611,2013-01-14,49,852938,2.0,
524696,2013-01-14,51,852938,3.0,
525397,2013-01-14,54,852938,1.0,
528321,2013-01-15,3,852938,7.0,
529372,2013-01-15,4,852938,2.0,
531438,2013-01-15,6,852938,1.0,
532480,2013-01-15,7,852938,1.0,
533568,2013-01-15,8,852938,5.0,
534596,2013-01-15,9,852938,2.0,
535312,2013-01-15,10,852938,1.0,
536118,2013-01-15,11,852938,1.0,
538766,2013-01-15,15,852938,4.0,
540162,2013-01-15,17,852938,3.0,
540960,2013-01-15,18,852938,3.0,
541595,2013-01-15,19,852938,1.0,
544185,2013-01-15,25,852938,1.0,
549254,2013-01-15,33,852938,4.0,
550029,2013-01-15,34,852938,6.0,
550619,2013-01-15,35,852938,3.0,
551539,2013-01-15,37,852938,3.0,
552477,2013-01-15,38,852938,1.0,
554852,2013-01-15,41,852938,1.0,
556564,2013-01-15,44,852938,5.0,
557720,2013-01-15,45,852938,18.0,
558873,2013-01-15,46,852938,8.0,
560038,2013-01-15,47,852938,7.0,
561151,2013-01-15,48,852938,3.0,
564340,2013-01-15,51,852938,3.0,
565950,2013-01-16,1,852938,1.0,
566992,2013-01-16,2,852938,3.0,
568154,2013-01-16,3,852938,16.0,
571342,2013-01-16,6,852938,4.0,
572402,2013-01-16,7,852938,1.0,
575227,2013-01-16,10,852938,1.0,
576013,2013-01-16,11,852938,1.0,
577948,2013-01-16,14,852938,4.0,
578615,2013-01-16,15,852938,3.0,
579981,2013-01-16,17,852938,3.0,
580775,2013-01-16,18,852938,6.0,
581418,2013-01-16,19,852938,1.0,
583207,2013-01-16,24,852938,1.0,
588361,2013-01-16,32,852938,1.0,
591284,2013-01-16,37,852938,3.0,
592275,2013-01-16,38,852938,3.0,
593141,2013-01-16,39,852938,4.0,
596348,2013-01-16,44,852938,8.0,
597568,2013-01-16,45,852938,22.0,
598751,2013-01-16,46,852938,13.0,
599961,2013-01-16,47,852938,9.0,
601102,2013-01-16,48,852938,13.0,
602223,2013-01-16,49,852938,13.0,
604451,2013-01-16,51,852938,2.0,
605148,2013-01-16,54,852938,1.0,
606963,2013-01-17,2,852938,1.0,
608116,2013-01-17,3,852938,1.0,
611131,2013-01-17,6,852938,1.0,
612144,2013-01-17,7,852938,1.0,
613232,2013-01-17,8,852938,1.0,
615721,2013-01-17,11,852938,2.0,
616424,2013-01-17,12,852938,3.0,
618317,2013-01-17,15,852938,2.0,
619692,2013-01-17,17,852938,2.0,
620481,2013-01-17,18,852938,7.0,
623653,2013-01-17,25,852938,1.0,
628622,2013-01-17,33,852938,5.0,
630819,2013-01-17,37,852938,1.0,
631767,2013-01-17,38,852938,2.0,
632643,2013-01-17,39,852938,3.0,
634107,2013-01-17,41,852938,1.0,
635794,2013-01-17,44,852938,6.0,
637009,2013-01-17,45,852938,14.0,
638159,2013-01-17,46,852938,12.0,
639339,2013-01-17,47,852938,9.0,
640457,2013-01-17,48,852938,11.0,
641495,2013-01-17,49,852938,3.0,
646191,2013-01-18,2,852938,1.0,
647364,2013-01-18,3,852938,4.0,
649462,2013-01-18,5,852938,1.0,
651574,2013-01-18,7,852938,1.0,
652698,2013-01-18,8,852938,2.0,
655190,2013-01-18,11,852938,3.0,
655891,2013-01-18,12,852938,4.0,
657109,2013-01-18,14,852938,1.0,
657777,2013-01-18,15,852938,3.0,
659860,2013-01-18,18,852938,2.0,
668039,2013-01-18,33,852938,2.0,
668804,2013-01-18,34,852938,7.0,
669383,2013-01-18,35,852938,2.0,
670256,2013-01-18,37,852938,2.0,
672148,2013-01-18,39,852938,6.0,
675332,2013-01-18,44,852938,12.0,
676556,2013-01-18,45,852938,23.0,
677741,2013-01-18,46,852938,13.0,
678967,2013-01-18,47,852938,5.0,
680122,2013-01-18,48,852938,4.0,
681217,2013-01-18,49,852938,2.0,
686039,2013-01-19,2,852938,1.0,
687238,2013-01-19,3,852938,14.0,
688374,2013-01-19,4,852938,4.0,
691662,2013-01-19,7,852938,4.0,
692831,2013-01-19,8,852938,4.0,
693937,2013-01-19,9,852938,1.0,
694729,2013-01-19,10,852938,1.0,
695597,2013-01-19,11,852938,1.0,
696384,2013-01-19,12,852938,5.0,
697068,2013-01-19,13,852938,1.0,
697765,2013-01-19,14,852938,5.0,
699986,2013-01-19,17,852938,2.0,
700839,2013-01-19,18,852938,4.0,
704526,2013-01-19,25,852938,5.0,
709420,2013-01-19,32,852938,1.0,
710132,2013-01-19,33,852938,1.0,
710950,2013-01-19,34,852938,5.0,
712578,2013-01-19,37,852938,2.0,
713657,2013-01-19,38,852938,3.0,
716350,2013-01-19,41,852938,3.0,
718185,2013-01-19,44,852938,18.0,
719469,2013-01-19,45,852938,31.0,
720712,2013-01-19,46,852938,27.0,
721965,2013-01-19,47,852938,9.0,
723191,2013-01-19,48,852938,21.0,
724384,2013-01-19,49,852938,3.0,
726729,2013-01-19,51,852938,2.0,
729169,2013-01-20,2,852938,4.0,
730361,2013-01-20,3,852938,5.0,
733718,2013-01-20,6,852938,5.0,
734770,2013-01-20,7,852938,3.0,
735916,2013-01-20,8,852938,8.0,
737022,2013-01-20,9,852938,4.0,
737815,2013-01-20,10,852938,1.0,
738698,2013-01-20,11,852938,6.0,
739461,2013-01-20,12,852938,2.0,
740101,2013-01-20,13,852938,2.0,
740763,2013-01-20,14,852938,2.0,
742949,2013-01-20,17,852938,11.0,
743838,2013-01-20,18,852938,9.0,
744550,2013-01-20,19,852938,3.0,
747214,2013-01-20,25,852938,7.0,
752778,2013-01-20,33,852938,5.0,
756229,2013-01-20,38,852938,3.0,
760692,2013-01-20,44,852938,20.0,
761940,2013-01-20,45,852938,37.0,
763168,2013-01-20,46,852938,33.0,
764405,2013-01-20,47,852938,18.0,
765619,2013-01-20,48,852938,25.0,
766798,2013-01-20,49,852938,6.0,
769085,2013-01-20,51,852938,3.0,
771741,2013-01-21,2,852938,2.0,
772873,2013-01-21,3,852938,5.0,
774933,2013-01-21,5,852938,1.0,
775996,2013-01-21,6,852938,3.0,
777039,2013-01-21,7,852938,3.0,
778152,2013-01-21,8,852938,2.0,
779182,2013-01-21,9,852938,1.0,
780747,2013-01-21,11,852938,5.0,
781468,2013-01-21,12,852938,3.0,
782766,2013-01-21,14,852938,4.0,
784874,2013-01-21,17,852938,3.0,
785695,2013-01-21,18,852938,3.0,
786337,2013-01-21,19,852938,1.0,
789016,2013-01-21,25,852938,8.0,
793988,2013-01-21,33,852938,5.0,
795341,2013-01-21,35,852938,2.0,
799605,2013-01-21,41,852938,1.0,
801296,2013-01-21,44,852938,9.0,
802507,2013-01-21,45,852938,15.0,
803690,2013-01-21,46,852938,8.0,
804889,2013-01-21,47,852938,12.0,
805987,2013-01-21,48,852938,6.0,
807071,2013-01-21,49,852938,7.0,
808164,2013-01-21,50,852938,2.0,
809230,2013-01-21,51,852938,1.0,
809960,2013-01-21,54,852938,1.0,
811815,2013-01-22,2,852938,4.0,
812928,2013-01-22,3,852938,9.0,
817005,2013-01-22,7,852938,3.0,
821398,2013-01-22,12,852938,6.0,
822034,2013-01-22,13,852938,1.0,
823341,2013-01-22,15,852938,1.0,
824761,2013-01-22,17,852938,7.0,
825555,2013-01-22,18,852938,2.0,
826177,2013-01-22,19,852938,1.0,
832414,2013-01-22,31,852938,1.0,
832989,2013-01-22,32,852938,1.0,
833668,2013-01-22,33,852938,6.0,
834460,2013-01-22,34,852938,1.0,
835946,2013-01-22,37,852938,2.0,
836913,2013-01-22,38,852938,1.0,
838565,2013-01-22,40,852938,1.0,
840949,2013-01-22,44,852938,7.0,
842154,2013-01-22,45,852938,15.0,
843285,2013-01-22,46,852938,9.0,
844433,2013-01-22,47,852938,17.0,
845521,2013-01-22,48,852938,15.0,
846570,2013-01-22,49,852938,5.0,
847630,2013-01-22,50,852938,1.0,
849374,2013-01-22,54,852938,1.0,
850256,2013-01-23,1,852938,1.0,
851265,2013-01-23,2,852938,3.0,
852391,2013-01-23,3,852938,3.0,
855549,2013-01-23,6,852938,1.0,
856622,2013-01-23,7,852938,4.0,
857722,2013-01-23,8,852938,1.0,
860203,2013-01-23,11,852938,2.0,
860922,2013-01-23,12,852938,1.0,
861550,2013-01-23,13,852938,2.0,
862186,2013-01-23,14,852938,1.0,
864214,2013-01-23,17,852938,5.0,
864956,2013-01-23,18,852938,1.0,
865587,2013-01-23,19,852938,1.0,
868290,2013-01-23,25,852938,2.0,
873019,2013-01-23,33,852938,1.0,
874314,2013-01-23,35,852938,3.0,
875188,2013-01-23,37,852938,3.0,
876170,2013-01-23,38,852938,1.0,
877694,2013-01-23,40,852938,1.0,
880158,2013-01-23,44,852938,6.0,
881383,2013-01-23,45,852938,19.0,
882557,2013-01-23,46,852938,21.0,
883739,2013-01-23,47,852938,5.0,
884866,2013-01-23,48,852938,9.0,
885946,2013-01-23,49,852938,7.0,
887053,2013-01-23,50,852938,3.0,
888137,2013-01-23,51,852938,6.0,
891721,2013-01-24,3,852938,1.0,
894727,2013-01-24,6,852938,1.0,
895722,2013-01-24,7,852938,7.0,
896817,2013-01-24,8,852938,5.0,
899250,2013-01-24,11,852938,1.0,
903234,2013-01-24,17,852938,6.0,
903995,2013-01-24,18,852938,6.0,
904580,2013-01-24,19,852938,2.0,
907153,2013-01-24,25,852938,1.0,
911941,2013-01-24,33,852938,1.0,
912692,2013-01-24,34,852938,2.0,
914127,2013-01-24,37,852938,1.0,
918983,2013-01-24,44,852938,5.0,
920166,2013-01-24,45,852938,15.0,
921322,2013-01-24,46,852938,11.0,
922488,2013-01-24,47,852938,7.0,
923598,2013-01-24,48,852938,4.0,
924659,2013-01-24,49,852938,3.0,
926734,2013-01-24,51,852938,1.0,
928258,2013-01-25,1,852938,2.0,
929305,2013-01-25,2,852938,1.0,
930467,2013-01-25,3,852938,2.0,
934728,2013-01-25,7,852938,2.0,
936843,2013-01-25,9,852938,2.0,
938281,2013-01-25,11,852938,3.0,
939001,2013-01-25,12,852938,1.0,
940839,2013-01-25,15,852938,4.0,
942210,2013-01-25,17,852938,3.0,
942948,2013-01-25,18,852938,2.0,
946337,2013-01-25,25,852938,1.0,
949969,2013-01-25,31,852938,2.0,
950541,2013-01-25,32,852938,1.0,
951138,2013-01-25,33,852938,4.0,
951924,2013-01-25,34,852938,6.0,
954455,2013-01-25,38,852938,1.0,
955334,2013-01-25,39,852938,2.0,
956030,2013-01-25,40,852938,1.0,
956762,2013-01-25,41,852938,1.0,
958516,2013-01-25,44,852938,12.0,
959747,2013-01-25,45,852938,18.0,
960957,2013-01-25,46,852938,15.0,
962197,2013-01-25,47,852938,5.0,
963343,2013-01-25,48,852938,4.0,
964447,2013-01-25,49,852938,3.0,
966623,2013-01-25,51,852938,2.0,
968139,2013-01-26,1,852938,1.0,
969221,2013-01-26,2,852938,1.0,
970424,2013-01-26,3,852938,3.0,
973766,2013-01-26,6,852938,4.0,
974863,2013-01-26,7,852938,4.0,
977138,2013-01-26,9,852938,1.0,
978796,2013-01-26,11,852938,5.0,
979578,2013-01-26,12,852938,1.0,
980988,2013-01-26,14,852938,4.0,
981693,2013-01-26,15,852938,1.0,
982440,2013-01-26,16,852938,1.0,
983207,2013-01-26,17,852938,5.0,
984063,2013-01-26,18,852938,3.0,
984790,2013-01-26,19,852938,2.0,
986671,2013-01-26,24,852938,1.0,
987652,2013-01-26,25,852938,1.0,
992422,2013-01-26,32,852938,2.0,
993952,2013-01-26,34,852938,5.0,
995621,2013-01-26,37,852938,1.0,
997714,2013-01-26,39,852938,3.0,
999351,2013-01-26,41,852938,2.0,
1001185,2013-01-26,44,852938,3.0,
1002457,2013-01-26,45,852938,33.0,
1003717,2013-01-26,46,852938,25.0,
1004979,2013-01-26,47,852938,8.0,
1006214,2013-01-26,48,852938,11.0,
1007430,2013-01-26,49,852938,5.0,
1010538,2013-01-26,54,852938,1.0,
1011236,2013-01-27,1,852938,2.0,
1012227,2013-01-27,2,852938,4.0,
1013420,2013-01-27,3,852938,12.0,
1016707,2013-01-27,6,852938,6.0,
1017767,2013-01-27,7,852938,2.0,
1018908,2013-01-27,8,852938,6.0,
1019982,2013-01-27,9,852938,1.0,
1021595,2013-01-27,11,852938,1.0,
1022374,2013-01-27,12,852938,1.0,
1024334,2013-01-27,15,852938,5.0,
1025838,2013-01-27,17,852938,8.0,
1027462,2013-01-27,19,852938,2.0,
1034318,2013-01-27,31,852938,1.0,
1035626,2013-01-27,33,852938,4.0,
1036424,2013-01-27,34,852938,1.0,
1037957,2013-01-27,37,852938,1.0,
1039004,2013-01-27,38,852938,5.0,
1039998,2013-01-27,39,852938,7.0,
1040767,2013-01-27,40,852938,1.0,
1041651,2013-01-27,41,852938,1.0,
1043458,2013-01-27,44,852938,16.0,
1044725,2013-01-27,45,852938,34.0,
1045961,2013-01-27,46,852938,51.0,
1047194,2013-01-27,47,852938,19.0,
1048429,2013-01-27,48,852938,16.0,
1049621,2013-01-27,49,852938,10.0,
1052693,2013-01-27,54,852938,2.0,
1053568,2013-01-28,1,852938,1.0,
1054545,2013-01-28,2,852938,2.0,
1058790,2013-01-28,6,852938,3.0,
1059839,2013-01-28,7,852938,5.0,
1060939,2013-01-28,8,852938,1.0,
1064196,2013-01-28,12,852938,2.0,
1067558,2013-01-28,17,852938,9.0,
1069051,2013-01-28,19,852938,2.0,
1071697,2013-01-28,25,852938,1.0,
1075321,2013-01-28,31,852938,3.0,
1075926,2013-01-28,32,852938,1.0,
1076602,2013-01-28,33,852938,5.0,
1078835,2013-01-28,37,852938,3.0,
1079792,2013-01-28,38,852938,2.0,
1082193,2013-01-28,41,852938,1.0,
1083914,2013-01-28,44,852938,10.0,
1085121,2013-01-28,45,852938,14.0,
1086282,2013-01-28,46,852938,16.0,
1087459,2013-01-28,47,852938,8.0,
1088588,2013-01-28,48,852938,5.0,
1089660,2013-01-28,49,852938,3.0,
1091793,2013-01-28,51,852938,4.0,
1092516,2013-01-28,54,852938,1.0,
1093341,2013-01-29,1,852938,2.0,
1094339,2013-01-29,2,852938,2.0,
1095461,2013-01-29,3,852938,6.0,
1099533,2013-01-29,7,852938,2.0,
1100613,2013-01-29,8,852938,2.0,
1103135,2013-01-29,11,852938,3.0,
1103865,2013-01-29,12,852938,1.0,
1105178,2013-01-29,14,852938,2.0,
1108023,2013-01-29,18,852938,6.0,
1111263,2013-01-29,25,852938,1.0,
1113558,2013-01-29,28,852938,1.0,
1114909,2013-01-29,31,852938,1.0,
1116173,2013-01-29,33,852938,4.0,
1116968,2013-01-29,34,852938,1.0,
1119381,2013-01-29,38,852938,2.0,
1120993,2013-01-29,40,852938,1.0,
1123434,2013-01-29,44,852938,1.0,
1124641,2013-01-29,45,852938,7.0,
1125793,2013-01-29,46,852938,11.0,
1126974,2013-01-29,47,852938,6.0,
